,index,WELL,IF_647_Intensity,IF_488_Intensity,DAPI_Intensity,NucleusArea,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,EXPERIMENT,SIRNA_HUE,IF_488_Intensity_BGS,IF_488_FC
18,18,C21,1739.335108254957,995.1922588785561,1165.4704995940854,1609.6097404677987,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3121,250822_PTEFB_SIRNA,Control,755.436330704452,1.029128106388275
19,19,C22,1830.7344942376606,1048.1421031302282,1112.6088973891308,1611.9536878216124,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2332,250822_PTEFB_SIRNA,Control,808.386174956124,1.1012614824697018
20,20,D03,2037.8476239017375,2530.3546850889093,1517.2840532818977,1387.96269982238,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1689,250822_PTEFB_SIRNA,HEXIM1,2290.598756914805,3.1204741755017866
21,21,D04,1971.5576393666418,981.127690612603,1405.1818493624812,1466.7932242990655,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2568,250822_PTEFB_SIRNA,HEXIM2,741.3717624384989,1.0099679972984572
22,22,D05,2071.457425290172,1213.7668513524186,1386.070374102297,1552.949513381995,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1644,250822_PTEFB_SIRNA,LARP7,974.0109231783144,1.3268914615706435
23,23,D06,2077.8092288841726,2633.386215552232,1456.3505428680016,1375.0063985374773,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1094,250822_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,2393.630287378128,3.2608336466237655
24,24,D07,2020.0273933068231,1267.6456044027882,1349.1590213454801,1536.1870860927152,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1812,250822_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,1027.889676228684,1.4002902866570441
25,25,D08,2145.0084687085996,2296.7672515775716,1526.1089588956968,1503.5657514450868,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1384,250822_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,2057.0113234034675,2.8022588827563975
26,26,D09,2438.037107092473,495.24931308505853,1366.7414662419305,1475.7125748502995,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2672,250822_PTEFB_SIRNA,INTS8 pool,255.49338491095438,0.3480576889424304
27,27,D10,1760.572111280433,2027.6405073453743,1724.7344676249545,1013.6310240963855,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,664,250822_PTEFB_SIRNA,SPT5 pool,1787.8845791712702,2.4356285190673104
28,28,D11,1184.7174269470638,2596.5200920988773,1224.6603867526942,1151.628205128205,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,156,250822_PTEFB_SIRNA,POLR2B,2356.764163924773,3.2106110636245497
29,29,D12,2046.2797516277742,986.8511614761287,1352.7318379656517,1528.2133479212255,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2742,250822_PTEFB_SIRNA,Control,747.0952333020246,1.0177650603894737
30,30,D13,1763.7069406263597,1485.6981072860942,1176.0775589029408,1809.8486550399055,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3383,250822_PTEFB_SIRNA,HEXIM1,1245.94217911199,1.6973424011300953
31,31,D14,2078.1773291576196,2771.336724328266,1468.5484822456267,1407.3092896174862,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,915,250822_PTEFB_SIRNA,HEXIM1,2531.580796154162,3.4487631121547544
32,32,D15,2736.8198546393633,2049.3459651892445,1377.4782718490928,1163.5659670164916,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1334,250822_PTEFB_SIRNA,HEXIM1,1809.5900370151403,2.46519778363832
33,33,D16,1811.2292393993987,1071.0966419940182,1113.1925252075562,1612.8944818304171,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3715,250822_PTEFB_SIRNA,HEXIM2,831.3407138199141,1.1325323654730113
34,34,D17,1750.5224203671582,969.8664144359169,1219.737251565774,1493.7335011185683,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3576,250822_PTEFB_SIRNA,HEXIM2,730.1104862618128,0.9946268026058201
35,35,D18,1957.2091973543,961.2733746353905,1470.617741198807,1355.2034084661902,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1819,250822_PTEFB_SIRNA,HEXIM2,721.5174464612863,0.9829205364142162
36,36,D19,1714.0833477442295,969.6478521234653,1188.2725207665494,1725.117663268118,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3629,250822_PTEFB_SIRNA,LARP7,729.8919239493612,0.9943290559796665
37,37,D20,2327.5737429895,1569.5309497873534,1547.0023284279396,1604.9012474012475,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,962,250822_PTEFB_SIRNA,LARP7,1329.7750216132492,1.811547570976792
38,38,D21,1788.0968536659657,965.2474699137214,1205.3927505967417,1607.5512027491409,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2910,250822_PTEFB_SIRNA,LARP7,725.4915417396172,0.988334431645574
39,39,D22,1763.5098809039598,1007.6759849253409,1090.573633849886,1678.7247414478918,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2514,250822_PTEFB_SIRNA,Control,767.9200567512368,1.0461346399967624
40,40,E03,1800.5973399335585,1059.834682566197,1227.1398893651976,1628.9282341831918,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2118,250822_PTEFB_SIRNA,Control,820.0787543920928,1.1171902399898914
41,41,E04,1861.623837901396,2019.1452546408025,1393.2530380101732,1561.792368511516,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2909,250822_PTEFB_SIRNA,HEXIM1,1779.3893264666983,2.4240554678731834
42,42,E05,1931.5206680863032,1012.9976964096293,1443.9706132411584,1419.5191133954386,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3113,250822_PTEFB_SIRNA,HEXIM2,773.2417682355251,1.0533843877782376
43,43,E06,1938.8327267071602,1140.2328513040682,1335.5725167721505,1566.1253225211942,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2713,250822_PTEFB_SIRNA,LARP7,900.476923129964,1.2267163665307403
44,44,E07,2037.6226344223276,2694.533667440892,1526.0651888029997,1324.966592427617,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1347,250822_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,2454.7777392667876,3.3441345931296915
45,45,E08,1874.8082161341108,1174.2834484185041,1370.1958007578637,1473.5119126406353,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3022,250822_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,934.5275202444,1.2731033684599329
46,46,E09,1909.052805368498,1755.1842625474985,1424.7313487988226,1524.923392612859,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2193,250822_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,1515.4283343733944,2.064462389128829
47,47,E10,2455.9797976927193,486.57951297293835,1435.9479003170723,1366.4440881763528,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2495,250822_PTEFB_SIRNA,INTS8 pool,246.8235847988342,0.3362468524635561
48,48,E11,1672.1002779512378,1805.709651062006,1694.219629639454,1164.1849206349207,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1260,250822_PTEFB_SIRNA,SPT5 pool,1565.953722887902,2.133292938167924
49,49,E12,1056.9086139276696,2187.66655272625,1139.1754188571579,1214.4844720496894,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,161,250822_PTEFB_SIRNA,POLR2B,1947.9106245521457,2.6536314060903
50,50,E13,1926.1836088637056,917.4135440437307,1379.5776516576077,1494.895416397676,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3098,250822_PTEFB_SIRNA,Control,677.6576158696265,0.9231704521665942
51,51,E14,1736.8439178765393,1436.1932531215537,1227.8452260560773,1752.3023909985936,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3555,250822_PTEFB_SIRNA,HEXIM1,1196.4373249474495,1.6299021222440204
52,52,E15,1936.0233099575266,2319.0377738335737,1476.6877278692355,1443.709887507401,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1689,250822_PTEFB_SIRNA,HEXIM1,2079.2818456594696,2.8325979324764776
53,53,E16,2309.6353109741353,1787.511770358364,1438.2522900356912,1259.6675335934115,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2307,250822_PTEFB_SIRNA,HEXIM1,1547.7558421842598,2.108502032902149
54,54,E17,1865.8658610946216,1061.4416128570144,1135.1931486664625,1553.2306677223542,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3789,250822_PTEFB_SIRNA,HEXIM2,821.6856846829103,1.1193793551542957
55,55,E18,1793.7120234071194,954.9629886366682,1192.8569602909613,1466.3953672018952,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3799,250822_PTEFB_SIRNA,HEXIM2,715.2070604625641,0.9743239210152874
56,56,E19,1838.1950106264808,1015.2698104818511,1450.7435001401755,1395.8785391875256,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2437,250822_PTEFB_SIRNA,HEXIM2,775.5138823077469,1.0564796803364644
57,57,E20,1623.213848951154,947.472499485423,1188.4666979536246,1614.6936594633103,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4211,250822_PTEFB_SIRNA,LARP7,707.7165713113188,0.9641196554765166
58,58,E21,2299.8505881245337,1487.2141613662614,1523.5758937689072,1578.094688221709,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1299,250822_PTEFB_SIRNA,LARP7,1247.4582331921572,1.699407715970394
59,59,E22,1722.3494323694035,952.5368830083958,1217.4896304076567,1608.1216494845362,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2910,250822_PTEFB_SIRNA,LARP7,712.7809548342916,0.9710188463324301
60,60,F03,1805.4868628846568,1034.700657363093,1287.267210723839,1669.7887617065558,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2883,250822_PTEFB_SIRNA,LARP7,794.9447291889887,1.0829502508447237
61,61,F04,1678.31556911069,1003.1528292081482,1115.537032832276,1653.7204803202135,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2998,250822_PTEFB_SIRNA,Control,763.396901034044,1.0399727617696546
62,62,F05,1859.7694554344193,1712.6127392387555,1303.7962988192442,1592.836960051965,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3079,250822_PTEFB_SIRNA,HEXIM1,1472.8568110646513,2.0064673611058366
63,63,F06,1773.8407890277042,945.8428531398939,1262.3478011180143,1543.5829471733086,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3237,250822_PTEFB_SIRNA,HEXIM2,706.0869249657898,0.9618995943151836
64,64,F07,1966.7673254938502,1135.5902563787179,1394.3343874582322,1537.7804305283757,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2555,250822_PTEFB_SIRNA,LARP7,895.8343282046137,1.220391776714153
65,65,F08,1810.0059018805316,2352.2334768204846,1280.6424855183568,1462.474231912785,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2018,250822_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,2112.4775486463805,2.877820315312223
66,66,F09,1920.0426155069367,1162.662086723594,1421.4105875224145,1496.69247219846,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2338,250822_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,922.9061585494899,1.257271630603768
67,67,F10,1858.3303441709622,1648.4798737848323,1346.818937944417,1545.4166666666667,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2376,250822_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,1408.7239456107282,1.9190993967926782
68,68,F11,2316.72128583665,502.4486752465479,1438.1263968337644,1424.2531026701768,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2659,250822_PTEFB_SIRNA,INTS8 pool,262.69274707244375,0.3578653532647803
69,69,F12,1691.6052093870815,2049.8499795416824,1785.0634826588082,1015.7564102564103,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1014,250822_PTEFB_SIRNA,SPT5 pool,1810.0940513675782,2.4658844005179095
70,70,F13,1136.298372457349,2253.845908888216,1029.015435549629,1211.8947368421052,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,152,250822_PTEFB_SIRNA,POLR2B,2014.0899807141118,2.743787297091
71,71,F14,1953.2314938036732,989.4480405429548,1303.6234330502643,1519.9399421128799,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2764,250822_PTEFB_SIRNA,Control,749.6921123688506,1.02130277909314
72,72,F15,1801.0496013797285,1413.7238786629734,1184.6017762822378,1690.2663360560093,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3428,250822_PTEFB_SIRNA,HEXIM1,1173.9679504888693,1.5992921769072315
73,73,F16,1879.3039825224437,2271.471662319876,1332.22056976357,1483.3461300309598,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1615,250822_PTEFB_SIRNA,HEXIM1,2031.7157341457719,2.767798795499974
74,74,F17,2362.4717284099806,1909.3403080340163,1335.7242401699646,1274.3546404425322,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1627,250822_PTEFB_SIRNA,HEXIM1,1669.5843798599121,2.274468597106549
75,75,F18,1853.2084764455321,1094.987782255291,1137.5759219538359,1596.409389197375,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3962,250822_PTEFB_SIRNA,HEXIM2,855.2318540811868,1.1650791770800366
76,76,F19,1899.4135071233127,956.1447911235185,1264.180945580775,1505.6077063106795,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3296,250822_PTEFB_SIRNA,HEXIM2,716.3888629494144,0.9759338861519695
77,77,F20,1866.9975217096824,958.2977550128023,1372.902643869599,1388.890144665461,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2212,250822_PTEFB_SIRNA,HEXIM2,718.5418268386982,0.9788668608586995
78,78,F21,1770.8187821769739,926.1393736161833,1094.7083813801912,1702.4557616296747,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3289,250822_PTEFB_SIRNA,LARP7,686.3834454420792,0.9350576173710942
79,79,F22,2333.454584764717,1575.2106515115831,1432.502561733241,1564.7182926829269,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,820,250822_PTEFB_SIRNA,LARP7,1335.454723337479,1.8192850075319762
80,80,G03,2237.972029057572,1638.7568061177296,1522.9544466564778,1558.4761904761904,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1029,250822_PTEFB_SIRNA,LARP7,1399.0008779436255,1.9058536978372156
81,81,G04,1683.8153542965488,1044.24140630469,1143.8397130015564,1592.4785360484316,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3634,250822_PTEFB_SIRNA,LARP7,804.4854781305858,1.095947577677861
82,82,G05,1698.6300102913378,971.2424185084286,1132.350154247996,1615.5374958704988,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3027,250822_PTEFB_SIRNA,Control,731.4864903343245,0.9965013278410653
83,83,G06,1762.0043717061933,1719.034162836066,1175.8826347543645,1591.3987750935692,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2939,250822_PTEFB_SIRNA,HEXIM1,1479.2782346619617,2.0152152426127463
84,84,G07,1726.7963703376786,977.2418378852161,1274.2864306836607,1460.1413760603205,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3183,250822_PTEFB_SIRNA,HEXIM2,737.485909711112,1.0046743145663728
85,85,G08,1830.3976186444959,1104.8091169603763,1178.166811515217,1556.5849125364432,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2744,250822_PTEFB_SIRNA,LARP7,865.0531887862721,1.1784587448562178
86,86,G09,1770.0264539532907,2086.7060384461943,1297.599176730992,1480.4729291994447,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2161,250822_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,1846.9501102720901,2.516093272619633
87,87,G10,1829.0519291657033,1148.7124134546336,1312.244491404509,1433.9766255843604,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2353,250822_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,908.9564852805295,1.2382680425414447
88,88,G11,1761.8618711522192,1451.0434727862644,1387.0949042982493,1577.651491365777,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2548,250822_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,1211.2875446121602,1.650132521315167
89,89,G12,2226.3659597263395,488.0681047702157,1242.6003937193918,1436.3665173957975,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2903,250822_PTEFB_SIRNA,INTS8 pool,248.31217659611156,0.338274755537914
90,90,G13,1650.688105682905,1957.111579067411,1736.3458901561598,1017.9337410805301,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,981,250822_PTEFB_SIRNA,SPT5 pool,1717.3556508933068,2.3395472221344367
91,91,G14,1045.3768117075042,2184.2298178643637,1069.6675144791234,1197.7237569060774,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,181,250822_PTEFB_SIRNA,POLR2B,1944.4738896902595,2.648949554957626
92,92,G15,1817.154100272786,974.4288895735529,1288.1703643300941,1520.8738764044945,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3560,250822_PTEFB_SIRNA,Control,734.6729613994487,1.0008422455333006
93,93,G16,1758.0144909257388,1336.0780438287045,1183.7342503404575,1675.2311871773975,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3681,250822_PTEFB_SIRNA,HEXIM1,1096.3221156546003,1.4935155446165744
94,94,G17,1873.7210819956863,2201.174016616153,1348.5626965526965,1456.8760226557583,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1589,250822_PTEFB_SIRNA,HEXIM1,1961.4180884420489,2.672032573958625
